_id,psuedocode,state,district,rural_urban,assembly,parliamentary,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,year_of_establishment,year_of_recognition_pr,year_of_recognition_up,year_of_recognition_sec,year_of_recognition_hsec,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_premises,anganwadi_boys,anganwadi_girls,anganwadi_worker,instr_days_pr,instr_days_up,instr_days_sec,instr_days_hsec,avg_school_hrs_student_pr,avg_school_hrs_student_up,avg_school_hrs_student_sec,avg_school_hrs_student_hsec,avg_school_hrs_teacher_pr,avg_school_hrs_teacher_up,avg_school_hrs_teacher_sec,avg_school_hrs_teacher_hsec,cce_pr,cce_up,cce_sec,cce_hsec
512,3945943,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.80,"","",1,3,1,5,1,700043,1950,1950,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
513,9631828,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.80,"","",1,3,1,5,1,700023,1947,,,,,2,1,2,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
514,8102542,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",1,3,1,4,1,700029,1926,1977,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
515,7086883,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",1,3,1,4,1,700029,1948,1969,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
516,6745474,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",3,3,1,12,5,700029,1979,1979,1979,1979,1979,2,2,3,9,2,19,0,0,0,2,2,1,1,9,0,0,0,200,200,200,200,4.15,4.45,4.45,5.00,6.00,6.00,6.00,6.00,1,1,1,1
517,6690738,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",7,3,5,10,1,700029,1966,,,,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.50,5.50,0.00,0.00,5.50,5.50,0.00,9,1,1,9
518,6190961,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",6,3,1,10,5,700029,1963,1963,1979,1979,,2,1,3,9,1,19,0,0,0,2,0,1,1,9,0,0,0,250,250,250,0,3.00,3.00,5.00,0.00,6.00,6.00,6.00,0.00,1,1,1,9
519,5288571,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.85,"","",1,3,1,4,1,700029,1968,1971,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
520,1882642,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,2,1,4,1,700029,1932,1955,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,230,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
521,7069371,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,2,1,5,1,700029,1933,1978,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,3.50,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
522,4699288,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,3,1,4,4,700019,2001,2001,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.05,0.00,0.00,0.00,4.25,0.00,0.00,0.00,1,9,9,9
523,7737518,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,3,1,4,1,700029,1953,1957,,,,2,1,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,2,9,9,9
524,1005072,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,3,1,4,1,700029,1980,1980,,,,2,1,3,9,2,2,19,0,0,0,0,1,1,2,0,0,0,240,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,2,9,9,9
525,5335116,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,3,1,5,1,700019,1939,1974,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
526,2641886,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.86,"","",1,2,1,5,1,700029,1954,1956,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
527,7352589,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.90,"","",7,2,5,10,1,700029,1940,,1952,1952,,2,1,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.00,5.00,0.00,0.00,6.00,6.00,0.00,9,1,1,9
528,3948078,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.90,"","",1,3,1,4,5,700029,1977,1995,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,9,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,6.00,0.00,0.00,0.00,2,9,9,9
529,6232790,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.90,"","",1,3,1,4,5,700019,1986,1986,,,,2,1,3,9,2,2,4,0,0,0,0,1,1,9,0,0,0,248,0,0,0,3.50,0.00,0.00,0.00,4.50,0.00,0.00,0.00,2,9,9,9
530,1970563,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.90,"","",1,3,1,4,5,700029,1940,1940,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,9,0,0,0,100,0,0,0,3.30,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2,9,9,9
531,9592692,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,5,1,700078,1971,1987,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,1,81,84,1,232,0,0,0,4.40,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
532,4149399,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,5,1,700078,1967,1967,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.40,0.00,0.00,0.00,5.40,0.00,0.00,0.00,2,9,9,9
533,9138108,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,5,1,700078,1987,1987,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
534,3752317,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,4,1,700078,1953,1955,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
535,8203031,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,5,1,700078,1963,1963,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
536,6316793,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,5,1,700099,1972,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
537,3673334,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",7,2,5,10,1,700078,1961,,1962,1965,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.50,5.50,0.00,0.00,5.55,5.55,0.00,9,1,1,9
538,9206259,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",3,3,1,12,5,,0,,2010,2011,2013,2,1,3,9,2,19,0,0,0,2,2,1,2,9,0,0,0,230,235,240,240,5.00,5.40,6.40,6.40,8.00,8.00,8.00,8.00,1,1,1,1
539,2566386,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.106,"","",1,3,1,4,3,700099,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
540,7917800,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",5,3,5,12,1,700100,1982,,1997,2012,2019,1,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,6.40,6.40,6.40,0.00,6.40,6.40,6.40,9,1,2,2
541,6382288,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",5,3,5,12,1,700105,1965,,1970,1991,2001,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,230,230,230,0.00,5.40,5.40,5.40,0.00,5.50,5.50,5.50,9,1,1,1
542,5814566,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,4,5,700105,1991,,,,,2,1,1,3,2,2,0,0,0,0,0,1,1,9,0,0,0,160,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
543,4460602,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.107,"","",3,3,1,12,5,700107,2000,2008,2008,2008,2008,2,2,3,9,2,19,0,0,0,3,3,1,1,9,0,0,0,210,210,210,210,4.00,4.00,5.50,5.50,6.45,6.45,6.45,6.45,1,1,1,1
544,3113034,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",3,3,1,12,5,700107,1974,2007,2007,1999,1999,2,1,3,9,2,4,2,19,0,5,5,1,1,9,0,0,0,206,206,206,206,3.00,3.00,5.00,5.00,6.00,6.00,6.00,6.00,1,1,1,1
545,6704285,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",2,3,1,8,5,700107,2003,2013,2021,,,2,2,3,9,2,2,19,0,0,0,0,1,1,9,0,0,0,137,198,0,0,2.00,2.40,0.00,0.00,5.00,6.00,0.00,0.00,1,1,9,9
546,5181001,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,5,5,700100,1992,,,,,2,2,3,9,2,19,0,0,0,0,0,1,2,9,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
547,5251501,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,5,3,700105,1989,2009,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
548,3267584,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,5,3,700100,1982,2009,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
549,3549971,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,5,3,700100,2010,2010,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
550,1959931,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",1,3,1,5,3,700100,2011,2011,,,,2,2,3,9,2,12,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,2,9,9,9
551,3902084,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.108,"","",3,3,1,12,5,700107,2001,2006,2006,2006,2006,2,2,3,9,2,19,0,0,0,3,3,1,1,9,0,0,0,227,227,227,227,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,2,2,2,2
552,1477876,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",1,3,1,5,1,700094,1978,1987,,,,2,2,2,3,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.15,0.00,0.00,0.00,1,9,9,9
553,4153060,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",3,3,1,12,5,700094,2008,2008,2008,2011,2013,2,2,3,9,2,19,0,0,0,1,1,1,1,9,0,0,0,181,172,172,172,5.15,7.00,7.00,5.15,7.00,7.00,7.00,7.00,1,1,1,1
554,7464817,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",6,3,1,10,6,700099,1992,1997,1997,2005,,1,2,2,9,2,2,0,0,0,2,0,1,1,2,0,0,0,215,215,225,0,4.15,5.45,5.45,0.00,6.00,6.00,6.00,0.00,1,1,1,9
555,3834309,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",4,3,5,8,6,700099,1998,,2002,,,1,2,3,9,2,2,19,4,0,0,0,1,9,2,0,0,0,0,170,0,0,0.00,5.00,0.00,0.00,0.00,5.30,0.00,0.00,9,1,9,9
556,1221992,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",1,3,1,4,5,700099,2001,2016,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,9,0,0,0,189,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
557,1852752,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",1,3,1,4,3,700099,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,1,9,9,9
558,1781409,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.109,"","",1,3,1,5,3,700099,1964,1964,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,2,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
559,9910390,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.113,"","",1,3,1,5,1,700070,1952,1952,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.50,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
560,9814091,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.113,"","",1,3,1,5,1,700070,1958,1958,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1,9,9,9
561,3416842,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.113,"","",1,3,1,5,1,700070,1952,1954,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,4.50,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
562,4930509,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.113,"","",1,3,1,5,1,700070,1963,1963,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
563,2223938,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.113,"","",1,3,1,4,1,700070,1972,1972,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,244,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2,9,9,9
564,3748329,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,5,1,700093,1942,1942,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,221,0,0,0,4.45,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
565,1771063,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,5,1,700093,1953,1953,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
566,5258624,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,5,1,700093,1982,1982,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,220,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
567,6443099,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,4,1,700093,1972,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,241,0,0,0,4.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,2,9,9,9
568,4957516,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,4,1,700093,1962,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,201,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,9,9,9
569,2700528,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",5,2,5,12,1,700093,1955,,1955,1958,1968,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,220,220,200,0.00,5.40,5.40,5.40,0.00,5.40,5.40,5.40,9,1,1,1
570,6366633,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",5,1,5,12,1,700093,1954,,1954,1957,1976,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,234,234,234,0.00,5.20,5.20,5.00,0.00,6.00,6.00,6.00,9,1,1,2
571,3725941,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,5,5,700091,2012,2012,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,9,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,2,9,9,9
572,6537581,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.114,"","",1,3,1,4,5,700093,1990,,,,,2,2,3,9,2,19,0,0,0,0,0,1,1,9,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,2,9,9,9
573,7757928,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.124,"","",7,3,5,10,1,700063,1968,,1970,2000,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.40,5.40,0.00,0.00,6.00,6.00,0.00,9,1,1,9
574,7176801,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.124,"","",5,3,5,12,1,700063,1967,,1969,1987,2007,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,0,40,40,0.00,5.50,5.50,5.30,0.00,6.00,6.00,6.20,9,1,1,1
575,6195715,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,5,1,700061,1860,1954,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,224,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
576,7736980,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,4,1,700008,1917,1953,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
577,3819135,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,5,1,700061,1956,1963,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
578,2338279,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,4,1,700061,1969,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1,9,9,9
579,8954136,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,4,1,700061,1960,1960,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,1,9,9,9
580,5293760,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,4,1,700008,1965,1965,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,232,0,0,0,4.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2,9,9,9
581,7266620,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",5,2,5,12,1,700008,1917,,,1952,1957,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,180,0.00,5.50,5.50,5.50,0.00,5.50,5.50,5.50,9,1,1,1
582,9360644,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",5,2,5,12,1,700061,1961,,,1967,2000,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,0.00,5.55,5.55,0.00,0.00,5.55,5.55,9,1,1,2
583,2903495,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",1,3,1,4,3,700061,1936,1936,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,230,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
584,5861426,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",5,3,5,12,1,700061,1860,,1950,1953,1963,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,200,205,198,0.00,5.30,5.30,5.30,0.00,5.30,5.30,5.30,9,1,1,2
585,6374113,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.126,"","",5,3,5,12,1,700061,1961,,1971,1984,2007,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,230,230,200,0.00,5.30,5.30,5.30,0.00,6.00,6.00,6.00,9,1,1,1
586,8342521,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.132,"","",5,3,5,12,1,700060,1886,,,1959,1976,2,2,3,9,2,2,19,0,0,2,2,1,9,2,0,0,0,0,47,52,55,0.00,5.50,5.50,4.50,0.00,6.00,6.00,6.00,9,1,1,2
587,3700356,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.132,"","",7,3,5,10,1,700060,1945,,1966,,,2,2,3,9,2,4,19,0,0,2,0,1,9,2,0,0,0,0,58,58,0,0.00,6.00,6.00,0.00,0.00,6.30,6.30,0.00,9,1,1,9
588,2804634,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.132,"","",1,3,1,4,1,700053,1959,1960,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.15,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
589,5453611,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.132,"","",5,2,5,12,1,700053,1968,,1978,2008,2014,2,2,3,9,2,4,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,4.00,4.00,4.00,0.00,4.15,4.15,4.15,9,1,1,2
590,2750699,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.80,"","",5,1,5,12,1,700053,1959,,1961,1966,2006,2,2,3,9,2,4,0,0,0,2,2,1,9,2,0,0,0,0,234,234,234,0.00,5.50,5.50,5.00,0.00,6.00,6.00,6.00,9,1,1,2
591,3468677,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.133,"","",5,3,5,12,1,700024,1941,,,,,2,1,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,0,80,80,0.00,5.30,5.30,5.30,0.00,5.45,5.45,5.45,9,1,1,1
592,9136584,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.133,"","",5,2,5,12,1,700024,1948,,,1949,2003,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,222,225,231,0.00,4.00,5.00,5.30,0.00,4.00,5.00,5.30,9,1,1,1
