_id,psuedocode,state,district,rural_urban,assembly,parliamentary,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,year_of_establishment,year_of_recognition_pr,year_of_recognition_up,year_of_recognition_sec,year_of_recognition_hsec,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_premises,anganwadi_boys,anganwadi_girls,anganwadi_worker,instr_days_pr,instr_days_up,instr_days_sec,instr_days_hsec,avg_school_hrs_student_pr,avg_school_hrs_student_up,avg_school_hrs_student_sec,avg_school_hrs_student_hsec,avg_school_hrs_teacher_pr,avg_school_hrs_teacher_up,avg_school_hrs_teacher_sec,avg_school_hrs_teacher_hsec,cce_pr,cce_up,cce_sec,cce_hsec
1270,6811605,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1960,1961,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.20,0.00,0.00,0.00,5.40,0.00,0.00,0.00,1,9,9,9
1271,2409057,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1902,1969,,,,2,2,3,9,2,18,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1272,7567308,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1968,1968,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.15,0.00,0.00,0.00,5.45,0.00,0.00,0.00,1,9,9,9
1273,2681300,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,5,1,700002,1969,1969,,,,2,2,2,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1274,9975874,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1969,1969,,,,2,2,3,9,2,18,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1275,1411817,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,5,1,700002,1964,1964,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,4.40,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1276,6699487,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1974,1974,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,1,9,9,9
1277,7056487,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,4,1,700002,1957,1957,,,,2,2,3,9,2,18,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1278,2715607,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,5,1,700002,1958,1966,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.10,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1279,6788632,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,4,1,700006,1968,1968,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,1,9,9,9
1280,7750986,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",5,2,5,12,1,700004,1948,,,1948,1999,2,2,3,9,2,2,19,14,0,2,2,1,9,2,0,0,0,0,181,181,94,0.00,5.00,5.40,5.40,0.00,6.00,5.45,5.45,9,1,1,2
1281,1504068,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,5,3,700006,1987,2000,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1282,3686510,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,2,1,5,1,700006,1954,1954,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,251,0,0,0,4.45,0.00,0.00,0.00,5.15,0.00,0.00,0.00,1,9,9,9
1283,3270786,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,4,1,700004,1953,1953,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1284,1313912,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,1,700006,1831,1977,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,238,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1285,1706561,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,1,700006,1958,1960,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,238,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1286,2765904,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,4,1,700006,1928,1931,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1287,9336817,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,4,1,700006,1928,1932,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1288,4144411,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,1,700004,1950,1950,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1289,9178006,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",7,2,5,10,1,700004,1950,,,1955,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,6.00,6.00,0.00,0.00,6.00,6.00,0.00,9,1,1,9
1290,5417060,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,3,700004,1959,1959,,,,2,1,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,4.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,1,9,9,9
1291,8381173,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,3,700004,1959,1959,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,55,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,2,9,9,9
1292,4243501,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",5,3,5,12,1,700006,1928,,,1934,1999,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,5.00,5.45,5.45,0.00,5.00,6.00,6.00,9,1,1,1
1293,2602352,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",7,1,5,10,1,700006,1936,,1939,1941,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,210,210,0,0.00,6.00,6.00,0.00,0.00,7.00,7.00,0.00,9,1,1,9
1294,3578050,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",7,1,5,10,1,700005,1941,,,,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,210,245,0,0.00,0.00,5.00,0.00,0.00,0.00,6.00,0.00,9,2,2,9
1295,2949478,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",7,1,5,10,1,700005,1937,,,1940,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,241,241,0,0.00,5.50,5.50,0.00,0.00,6.30,6.30,0.00,9,1,1,9
1296,7618297,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,5,1,700054,1973,1973,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,4.40,0.00,0.00,0.00,1,9,9,9
1297,9588394,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,1,1,5,1,700006,1886,1965,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1298,3595239,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,2,1,5,1,700006,1933,1949,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1299,4451725,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,3,1,4,1,700006,1920,1920,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2,9,9,9
1300,6582132,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,3,1,5,1,700006,1918,1977,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1301,5508220,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,5,1,700002,1949,1949,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.35,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1302,5176484,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",1,3,1,5,1,700002,1966,1966,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
1303,5930208,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.6,"","",6,3,1,10,101,700002,1954,1954,1959,1981,,2,2,3,9,2,2,4,0,0,2,0,1,2,2,0,0,0,230,235,235,0,5.00,6.00,6.00,0.00,5.00,6.00,6.00,0.00,1,1,1,9
1304,1131652,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.9,"","",1,3,1,4,1,700005,1907,1980,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1305,3768807,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.9,"","",1,3,1,4,1,700005,1970,1978,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1,9,9,9
1306,5584320,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.9,"","",1,3,1,5,3,700005,1956,1956,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,83,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1307,7469825,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,4,1,700006,1980,1980,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1308,8775676,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,5,1,700006,1971,1971,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1309,3630377,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,5,1,700006,1968,1968,,,,2,2,3,9,2,4,0,0,0,0,0,1,2,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1310,2489271,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,5,1,700004,1978,1968,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.10,0.00,0.00,0.00,4.45,0.00,0.00,0.00,1,9,9,9
1311,1796831,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,4,1,700004,1962,1962,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.15,0.00,0.00,0.00,1,9,9,9
1312,2418570,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,5,1,700006,1980,1980,,,,2,1,3,9,2,12,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1313,6132380,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.11,"","",1,3,1,4,1,700004,1951,1972,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1314,1779265,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",4,3,5,8,1,700004,1952,,1952,,,2,2,3,9,2,4,0,0,0,0,0,1,9,2,0,0,0,0,234,0,0,0.00,5.30,0.00,0.00,0.00,6.00,0.00,0.00,9,1,9,9
1315,6722739,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",5,2,5,12,1,700006,1934,,,1947,1976,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,234,234,234,0.00,5.50,5.50,5.20,0.00,6.00,6.00,6.00,9,1,1,1
1316,3192061,West Bengal,KOLKATA,2,"","","","","","",4,3,5,8,8,,0,,1978,,,2,2,3,9,2,19,0,0,0,0,0,1,9,9,0,0,0,0,200,0,0,0.00,4.00,0.00,0.00,0.00,5.00,0.00,0.00,9,2,9,9
1317,3192892,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",2,3,1,8,5,700006,1995,,,,,2,2,3,9,2,19,0,0,0,0,0,1,2,9,0,0,0,200,200,0,0,4.00,5.00,0.00,0.00,4.00,5.00,0.00,0.00,2,2,9,9
1318,2432032,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,4,3,700006,2001,2001,,,,2,2,3,9,2,2,4,19,12,0,0,1,2,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1319,3788541,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,4,3,700004,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1320,4664021,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.15,"","",1,3,1,5,1,700004,1961,1972,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.40,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1321,8664018,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,4,1,700005,1921,1921,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1322,2658691,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,4,1,700006,1904,1930,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,201,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,9,9,9
1323,8543539,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,4,1,700005,1981,1981,,,,2,2,3,9,2,2,19,0,0,0,0,1,1,2,0,0,0,217,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1324,8458151,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,4,1,700006,1980,1980,,,,2,2,3,9,2,2,19,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.30,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1325,8293137,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,5,1,700006,1950,1950,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,227,0,0,0,4.10,0.00,0.00,0.00,4.10,0.00,0.00,0.00,1,9,9,9
1326,6342286,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",1,3,1,4,1,700006,1973,1973,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,234,0,0,0,4.50,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1327,1628253,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.17,"","",4,1,5,8,1,700006,1958,,1958,,,2,1,3,9,2,2,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0.00,5.40,0.00,0.00,0.00,6.00,0.00,0.00,9,1,9,9
1328,3858707,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",7,2,5,10,1,700006,1954,,,1958,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,190,190,0,0.00,5.40,5.40,0.00,0.00,6.00,6.00,0.00,9,1,1,9
1329,3927087,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",7,1,5,10,1,700006,1886,,,1952,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,212,212,0,0.00,5.30,5.30,0.00,0.00,5.30,5.30,0.00,9,1,1,9
1330,6114046,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,3,1,5,3,700006,1960,1960,,,,2,2,3,9,2,4,2,19,12,0,0,1,1,2,0,0,0,0,0,0,0,3.50,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1331,3736638,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",1,3,1,5,3,700006,1960,1950,,,,2,2,3,9,2,19,0,0,0,0,0,1,2,2,0,0,0,36,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1332,5062309,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",3,2,1,12,1,700006,1849,1849,1849,1849,1976,2,1,2,9,2,2,19,0,0,2,2,1,1,2,0,0,0,230,230,230,230,3.30,5.50,5.50,5.50,4.00,6.00,6.00,6.00,1,1,1,1
1333,1996639,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.26,"","",5,2,5,12,4,700006,1950,,,,1976,2,2,3,9,2,19,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,5.30,5.30,5.30,0.00,5.30,5.30,5.30,9,1,1,1
1334,5829632,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,5,1,700054,2007,2007,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1335,5290452,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,5,1,700054,1974,1974,,,,2,2,3,9,2,12,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1336,4516754,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,1,700054,1981,1981,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,2,9,9,9
1337,3724079,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,1,700054,1981,1981,,,,2,2,3,9,2,4,19,2,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1338,6736284,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,1,700054,1966,1966,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1339,3627464,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,5,1,700054,1952,1977,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1340,6489096,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,1,700054,1973,1973,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1341,7667608,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,5,1,700054,1967,1968,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.10,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1342,5673431,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",7,2,5,10,1,700054,1969,,1986,1996,,2,2,3,9,2,4,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.00,5.30,0.00,0.00,6.00,6.00,0.00,9,1,1,9
1343,7441160,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",4,3,5,8,5,700055,1951,,1961,,,2,2,3,9,2,4,0,0,0,0,0,1,9,9,0,0,0,0,210,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,1,9,9
1344,2196488,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,5,700054,1973,,,,,2,1,3,9,2,19,0,0,0,0,0,1,1,9,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1,9,9,9
1345,4136613,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,3,700054,2001,2009,,,,2,1,3,9,2,4,19,2,12,0,0,1,2,2,0,0,0,238,0,0,0,3.00,0.00,0.00,0.00,3.10,0.00,0.00,0.00,1,9,9,9
1346,4684087,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",1,3,1,4,5,700054,1969,1969,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,9,0,0,0,201,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1347,7059826,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.31,"","",7,1,5,10,1,700054,1957,,1968,1970,,2,1,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,0,110,0,0.00,0.00,6.00,0.00,0.00,0.00,6.00,0.00,9,2,1,9
1348,5680374,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.34,"","",1,2,1,5,1,700010,1949,1949,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1349,5177108,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.34,"","",7,1,5,10,1,700085,1957,,,1962,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,0,38,0,0.00,5.40,5.40,0.00,0.00,6.10,6.10,0.00,9,1,1,9
1350,3724808,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.34,"","",1,3,1,4,1,700085,1966,1966,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,222,0,0,0,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1,9,9,9
