_id,psuedocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,func_boys_cwsn_friendly,func_girls_cwsn_friendly,urinal_boys,urinla_girls,handwash_near_toilet,drinking_water_available,drinking_water_functional,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,playground_available,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,ict_lab,laptop,tablet,desktop,digiboard,projector,printer,internet,dth
1192,2670297,1,3,3,1,12,9,10,2,0,1,8,8,0,0,0,0,8,0,1,1,1,2,1,1,2,1,2,1,1,2,0,1,1,0,2,0,1,1,1,2
1193,7444252,3,1,1,5,6,1,3,3,0,2,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,1,20,2,0,0,0,0,0,0,2,2
1194,8941086,3,1,1,1,4,3,3,1,0,2,1,1,2,2,0,0,2,1,1,1,1,2,1,1,2,1,1,1,1,1,38,2,0,0,0,0,0,0,2,2
1195,4587722,3,1,1,2,5,1,4,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,12,2,0,0,0,0,0,0,2,2
1196,2454814,3,1,1,2,6,1,3,1,2,1,1,1,2,2,0,0,3,2,1,1,1,1,1,1,2,1,1,1,1,2,12,2,0,0,0,0,0,0,2,2
1197,7635707,3,1,1,1,5,1,5,0,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,130,2,0,0,0,0,0,0,2,2
1198,7575015,3,1,1,1,4,4,4,0,0,2,1,1,2,2,0,0,5,2,1,1,1,2,1,1,2,1,1,1,1,2,50,2,0,0,0,0,0,0,2,2
1199,7466300,1,1,1,1,13,5,6,2,5,1,4,4,8,8,1,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,321,1,0,0,11,0,1,2,1,2
1200,5436410,3,1,1,7,6,4,6,0,0,1,7,6,0,0,0,0,6,0,1,1,1,2,1,1,2,1,2,1,1,1,154,1,0,0,4,1,1,1,1,2
1201,2109159,3,1,1,1,19,12,4,6,9,1,10,10,0,0,1,0,20,0,1,1,1,2,1,1,1,1,2,1,1,2,980,1,1,0,22,0,2,2,1,2
1202,3512642,3,1,1,1,16,13,16,0,0,1,0,0,16,16,0,1,0,17,1,1,1,1,1,1,1,1,1,1,1,2,759,1,1,11,38,0,2,6,1,2
1203,5737428,1,1,1,1,25,10,18,1,6,1,0,0,10,10,0,10,0,10,1,1,1,1,1,1,1,1,1,1,1,2,1391,2,1,0,34,0,2,2,1,2
1204,7259686,1,1,1,5,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
1205,8584860,1,1,1,1,9,10,9,0,0,1,0,0,19,19,0,0,0,19,1,1,1,2,1,1,1,1,2,1,1,2,250,1,0,0,16,0,1,2,1,2
1206,2800518,3,1,1,1,6,2,6,0,0,2,2,2,2,2,0,0,6,2,1,1,1,2,1,1,2,1,1,1,1,2,100,2,0,0,0,0,0,0,2,2
1207,9794940,3,1,1,6,4,1,4,0,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,10,2,0,0,0,0,0,0,2,2
1208,4992738,3,1,1,1,7,2,7,0,0,1,2,2,11,11,0,0,3,3,1,1,1,2,1,1,1,1,1,1,1,2,128,2,0,0,0,0,0,0,2,2
1209,1962354,1,1,1,1,20,26,20,0,0,1,6,6,4,4,1,0,15,12,1,1,1,2,1,1,1,1,2,1,1,2,510,1,1,0,15,0,1,2,1,2
1210,8948692,3,1,1,5,4,0,3,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,20,2,0,0,0,0,0,0,1,2
1211,6609677,3,1,1,5,5,1,5,0,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,1,7,2,0,0,0,0,0,0,2,2
1212,6489627,2,1,1,1,7,6,7,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,150,2,0,0,1,0,0,0,2,2
1213,6984851,1,1,1,5,4,0,0,0,4,1,0,0,1,1,0,0,0,2,1,1,1,2,1,1,2,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2
1214,7227312,4,1,1,1,25,11,11,0,14,1,0,0,15,15,0,0,0,14,1,1,1,1,1,1,1,1,2,1,1,2,870,1,1,0,20,1,2,2,1,2
1215,1699821,3,2,1,8,4,3,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,11,2,0,0,0,0,0,0,2,2
1216,7315674,1,1,1,5,2,2,2,0,0,1,1,1,2,2,1,0,1,1,1,1,1,2,1,1,2,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2
1217,7154493,1,1,1,2,6,3,0,6,0,1,2,1,0,0,0,0,1,0,1,1,1,2,1,1,2,1,2,1,1,1,20,2,0,0,0,0,0,0,1,2
1218,6616243,1,1,1,1,7,5,4,0,3,2,1,1,2,2,0,0,4,3,1,1,1,2,1,1,2,1,2,1,1,1,27,1,0,0,10,0,1,1,1,2
1219,3045889,1,4,4,2,27,10,5,21,1,1,8,8,2,2,1,0,20,4,1,1,1,2,1,1,2,1,1,2,1,2,1678,1,1,0,32,0,2,3,1,2
1220,6328794,3,1,1,2,6,2,6,0,0,2,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,1,2,1,2,20,2,0,0,0,0,0,0,2,2
1221,6431423,3,1,1,1,3,13,2,0,1,2,2,2,2,2,0,0,4,5,1,1,1,2,1,1,2,1,1,1,1,1,16,2,0,0,0,0,0,0,2,2
1222,9665959,1,1,1,5,4,2,4,0,0,2,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,1,5,2,0,0,0,0,0,0,2,2
1223,5252409,3,2,2,1,22,2,13,4,5,1,3,3,2,2,1,1,4,2,1,1,1,2,1,1,2,1,1,1,1,2,582,2,0,0,2,0,1,1,1,2
1224,6237994,3,1,1,1,3,5,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,57,2,0,0,0,0,0,0,2,2
1225,5646236,1,1,1,5,4,4,3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,1,20,2,0,0,0,0,0,0,2,2
1226,7628396,1,2,2,1,15,3,15,0,0,1,3,3,3,3,0,0,1,1,1,1,1,2,1,1,2,1,1,2,2,2,500,2,1,0,24,0,1,2,1,2
1227,1756641,1,2,2,1,16,6,16,0,0,1,4,4,4,4,1,0,2,2,1,1,1,2,1,1,2,1,1,1,2,2,264,2,2,0,6,1,0,1,1,2
1228,7316896,4,2,2,2,16,2,4,0,12,2,3,3,5,5,3,5,3,3,1,1,1,2,1,1,1,1,1,1,1,2,130,2,2,0,11,0,0,2,1,2
1229,2314486,4,1,1,5,6,1,6,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,36,2,0,0,0,0,1,0,2,2
1230,8402084,1,1,1,1,6,1,6,0,0,1,2,2,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,120,2,0,0,0,0,0,0,2,2
1231,5135348,1,1,1,1,6,2,6,0,0,1,3,3,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,2,1,2,270,2,0,0,0,0,0,0,2,2
1232,6991980,3,1,1,1,5,2,0,0,5,1,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,1,158,2,0,0,0,0,0,0,2,2
1233,8024830,3,1,1,1,3,0,2,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,25,2,0,0,0,0,0,0,2,2
1234,6742010,1,1,1,1,4,1,0,2,2,2,1,1,2,2,0,0,1,0,1,1,1,2,1,1,2,2,2,1,1,1,50,2,0,0,0,0,0,0,2,2
1235,5667795,3,1,1,6,2,0,1,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,52,2,0,0,0,0,0,0,2,2
1236,2819307,1,1,1,1,21,7,13,0,8,1,0,0,12,12,0,0,0,12,1,1,1,2,1,1,1,1,1,1,1,1,1300,2,1,11,11,0,3,2,1,2
1237,6182611,3,1,1,5,3,3,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,2,125,2,0,0,0,0,0,0,2,2
1238,8233899,3,1,1,1,4,2,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,1,2,138,2,0,0,0,0,0,0,2,2
1239,3982537,3,1,1,1,1,2,1,0,0,1,2,1,1,1,0,0,1,1,1,1,1,1,2,1,2,2,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1240,3167572,1,1,1,1,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2
1241,2646088,4,1,1,5,1,0,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1242,1807706,3,1,1,1,1,4,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,2,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1243,1554835,1,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,1,35,2,0,0,0,0,0,0,2,2
1244,3738590,1,1,1,5,3,5,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,1,2,2,1,1,100,2,0,0,0,0,0,0,2,2
1245,6705529,3,1,1,5,3,3,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,2,0,2,0,0,0,0,0,0,2,2
1246,8361073,3,1,1,5,5,2,5,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,75,2,0,0,0,0,0,0,2,2
1247,4667743,4,1,0,5,5,2,5,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1,2,96,2,0,0,0,0,0,0,2,2
1248,6389815,4,3,0,2,4,0,3,1,0,1,1,1,1,1,0,0,5,5,1,1,1,2,1,1,2,1,2,2,1,2,39,2,0,0,0,0,0,0,2,2
1249,1157903,2,2,2,5,4,1,0,0,4,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,74,2,0,0,0,0,0,0,2,2
1250,8110732,4,1,1,1,7,0,7,0,0,2,1,1,1,1,0,0,3,1,1,1,1,2,1,1,2,1,2,1,1,2,44,2,0,0,0,0,0,0,2,2
1251,1029884,4,1,1,1,8,1,8,0,0,2,4,4,4,4,0,0,4,4,1,1,1,2,1,1,1,1,2,1,1,2,145,2,0,0,0,0,0,0,2,2
1252,5697468,3,1,1,5,4,2,4,0,0,2,1,1,1,1,1,0,2,1,1,1,1,2,1,1,2,2,2,1,1,2,0,2,0,0,0,0,0,0,2,2
1253,8727828,3,1,1,1,6,2,5,1,0,2,1,1,3,3,0,0,4,1,1,1,1,2,1,1,2,1,2,1,1,2,44,2,0,0,0,0,0,0,2,2
1254,2006192,4,3,1,5,4,1,2,0,2,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,1,25,2,0,0,0,0,0,0,2,2
1255,5776144,2,1,0,2,5,0,4,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,29,2,0,0,0,0,0,0,2,2
1256,9539214,2,1,1,1,3,3,2,0,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,2,9,2,0,0,0,0,0,0,2,2
1257,3617174,2,1,1,2,4,1,0,2,2,1,4,4,4,4,0,0,3,3,1,1,1,2,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1258,3819901,2,2,1,6,4,1,0,4,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,3,2,1,2,1,1,1,35,2,0,0,0,0,0,0,2,2
1259,5390839,4,1,1,5,5,1,5,0,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,33,2,0,0,0,0,0,0,2,2
1260,2264034,1,1,1,6,10,16,8,2,0,1,3,3,0,0,1,0,9,0,1,1,1,2,1,1,2,1,2,1,1,2,500,1,0,0,10,0,1,1,1,2
1261,8568241,3,1,0,5,4,4,0,0,4,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,9,2,0,0,0,0,0,0,2,2
1262,1103005,4,1,1,1,5,1,3,2,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,271,2,0,0,0,0,0,0,2,2
1263,7067091,4,3,3,5,4,1,1,0,3,1,2,2,2,2,0,0,5,6,1,1,1,2,1,1,2,1,2,1,2,2,36,2,0,0,0,0,0,0,2,2
1264,5667647,1,3,3,5,6,0,2,2,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,52,2,0,0,0,0,0,0,2,2
1265,6811605,2,1,1,5,3,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,26,2,0,0,0,0,0,0,2,2
1266,2409057,1,1,0,1,2,1,0,2,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,37,2,0,0,0,0,0,0,2,2
1267,7567308,2,1,1,5,5,7,3,2,0,1,2,2,1,1,0,0,2,0,1,1,1,2,1,1,2,1,2,1,1,1,265,2,0,0,0,0,0,0,1,2
1268,2681300,2,1,1,6,5,1,5,0,0,1,1,1,1,1,0,0,1,0,1,1,1,2,1,1,2,1,2,1,1,1,200,2,0,0,0,0,0,0,2,2
1269,9975874,3,2,1,1,2,1,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,53,2,0,0,0,0,0,0,2,2
1270,1411817,2,1,0,1,4,0,0,0,4,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,86,2,0,0,0,0,0,0,2,2
1271,6699487,2,1,0,1,4,0,3,1,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,17,2,0,0,0,0,0,0,2,2
1272,7056487,4,1,0,7,3,0,3,0,0,2,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,2,1,2,50,2,0,0,0,0,0,0,2,2
1273,2715607,4,1,1,5,5,1,5,0,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,20,2,0,0,0,0,0,0,2,2
1274,8766495,2,1,1,6,3,1,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,1,2,1,1,1,45,2,0,0,0,0,0,0,2,2
1275,2365694,2,1,1,5,4,0,4,0,0,2,2,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,25,2,0,0,0,0,0,0,2,2
1276,9175732,4,1,1,6,4,1,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,40,2,0,0,0,0,0,0,2,2
1277,9965369,3,1,0,1,3,0,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,20,2,0,0,0,0,0,0,2,2
1278,9318484,2,1,1,5,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,16,2,0,0,0,0,0,0,2,2
1279,2908078,2,1,1,1,5,1,0,5,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,2,2,432,2,0,0,0,0,0,0,2,2
1280,5508220,4,1,1,1,8,5,8,0,0,1,10,10,6,6,0,0,10,10,1,1,1,2,1,1,2,1,1,1,1,1,190,2,0,0,0,0,0,0,2,2
1281,5176484,2,4,0,5,4,1,0,0,4,1,1,1,1,1,0,0,1,1,2,1,1,2,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1282,5930208,3,2,2,1,20,20,9,0,11,1,3,3,3,3,0,0,3,3,1,1,1,2,1,1,2,1,1,1,1,2,850,2,0,0,12,0,0,0,1,2
1283,1131652,2,1,1,1,2,1,0,2,0,2,11,1,11,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,22,2,0,0,0,0,0,0,2,2
1284,3768807,2,1,1,6,3,2,0,3,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,19,2,0,0,0,0,0,0,2,2
1285,5584320,2,1,1,5,5,2,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,10,2,0,0,0,0,0,0,2,2
1286,7469825,2,1,1,5,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,21,2,0,0,0,0,0,0,2,2
1287,8775676,2,1,1,5,4,0,4,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,16,2,0,0,0,0,0,0,1,2
1288,3630377,3,1,1,5,5,1,1,4,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,50,2,0,0,0,0,0,0,2,2
1289,2489271,2,5,5,1,5,5,3,2,0,2,1,1,7,7,0,0,1,7,1,1,1,2,1,1,2,1,1,1,2,2,200,2,0,0,0,0,0,0,2,2
1290,1796831,2,1,0,5,2,0,1,0,1,2,1,1,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,2,9,2,0,0,0,0,0,0,2,2
1291,2418570,3,1,1,1,2,2,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,2,13,2,0,0,0,0,0,0,2,2
1292,6132380,2,1,1,5,4,0,0,3,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,15,2,0,0,0,0,0,0,1,2
1293,1779265,2,1,1,6,2,0,0,2,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,47,2,0,0,0,0,0,0,1,2
1294,6722739,4,1,1,1,21,9,12,4,5,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,2,250,1,0,0,12,1,1,2,1,2
1295,3192061,1,1,1,6,4,3,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,0,2,1,0,4,0,0,1,2,2
1296,3192892,2,1,1,6,8,3,7,0,1,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,2,2,0,2,1,0,4,0,0,1,2,2
1297,2432032,1,1,1,1,1,1,1,0,0,2,1,1,1,1,0,0,1,1,2,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
1298,3788541,2,1,1,1,1,1,1,0,0,2,1,1,1,1,0,0,1,1,2,1,1,1,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1299,4664021,1,1,1,1,4,1,0,1,3,2,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,21,2,0,0,0,0,0,0,2,2
1300,8664018,2,2,2,1,4,0,3,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,6,2,0,0,0,0,0,0,2,2
1301,2658691,1,1,1,1,3,0,3,0,0,2,1,1,2,2,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,100,2,0,0,0,0,0,0,2,2
1302,8543539,2,1,1,1,3,0,1,1,1,2,1,1,2,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,23,2,0,0,0,0,0,0,2,2
1303,8458151,3,1,1,5,3,0,0,0,3,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,34,2,0,0,0,0,0,0,2,2
1304,8293137,3,1,1,5,3,1,3,0,0,2,1,1,3,3,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,47,2,0,0,0,0,0,0,2,2
1305,6342286,2,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,34,2,0,0,0,0,0,0,2,2
1306,1628253,2,1,1,5,7,5,6,0,1,1,3,3,0,0,1,0,3,0,1,1,1,1,1,1,2,1,2,1,1,2,57,2,0,0,0,0,0,0,2,2
1307,3858707,2,2,2,1,6,4,6,0,0,1,0,0,2,2,0,0,0,3,1,1,1,2,1,1,2,1,2,1,1,1,49,1,0,0,10,0,1,1,1,2
1308,6788632,4,1,1,1,2,0,1,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,11,2,0,0,0,0,0,0,2,2
1309,7750986,2,3,3,1,23,3,13,8,2,1,0,0,6,6,0,0,0,6,1,1,1,2,1,1,2,1,2,2,1,1,86,2,0,0,4,0,1,1,1,2
1310,1504068,3,1,1,1,4,2,4,0,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,26,2,0,0,0,0,0,0,2,2
1311,3686510,2,1,1,2,8,1,0,5,3,2,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,2,1,2,2,184,2,0,0,0,0,0,0,2,2
1312,3270786,2,1,1,5,2,1,0,0,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,8,2,0,0,0,0,0,0,2,2
1313,1313912,4,1,1,5,5,4,5,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,2,20,2,0,0,0,0,0,0,2,2
1314,1706561,2,2,0,5,4,0,0,4,0,2,1,1,1,1,0,0,1,1,2,1,1,2,1,1,2,2,2,1,2,2,35,2,0,0,0,0,0,0,2,2
1315,2765904,4,1,1,5,3,0,3,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,2,2,1,1,2,48,2,0,0,0,0,0,0,2,2
1316,9336817,2,1,1,6,2,0,0,2,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,40,2,0,0,0,0,0,0,2,2
1317,4144411,2,1,1,1,5,1,5,0,0,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,60,2,0,0,0,0,0,0,2,2
1318,9178006,1,2,2,1,9,4,9,0,0,1,0,0,4,4,0,1,0,4,1,1,1,2,1,1,2,1,2,1,1,2,0,1,0,0,11,0,3,1,1,2
1319,5417060,2,1,1,2,3,5,0,3,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,28,2,0,0,0,0,0,0,2,2
1320,8381173,2,1,1,1,2,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,16,2,0,0,0,0,0,0,2,2
1321,4243501,4,1,1,1,10,3,8,0,2,1,3,3,2,2,0,0,3,2,1,1,1,2,1,1,2,1,1,1,1,1,120,1,0,0,10,0,1,1,1,2
1322,2602352,3,1,1,5,9,5,0,7,2,1,1,1,0,0,0,0,3,0,1,1,1,2,1,1,2,1,2,1,1,2,49,2,0,0,1,1,1,1,1,2
1323,3578050,2,1,1,1,6,4,5,0,1,1,1,1,0,0,0,0,1,0,1,1,1,2,1,1,2,1,2,1,1,2,100,2,2,2,2,2,2,2,1,2
1324,2949478,2,1,1,1,6,3,2,4,0,1,1,1,0,0,0,0,1,0,1,1,1,2,1,1,2,1,2,1,1,2,0,1,0,0,0,0,0,0,1,2
1325,7618297,2,1,1,1,5,1,0,0,5,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,80,2,0,0,0,0,0,0,2,2
1326,9588394,4,1,1,1,5,5,5,0,0,2,2,2,0,0,0,0,2,0,1,1,1,2,1,1,2,1,2,1,1,1,53,2,0,0,0,0,0,0,2,2
1327,3595239,4,1,1,1,5,1,3,1,1,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,2,20,2,0,0,0,0,0,0,2,2
1328,4451725,2,1,1,1,4,6,2,2,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1329,6582132,2,1,1,1,4,1,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,14,2,0,0,0,0,0,0,2,2
1330,4661764,2,1,1,2,1,0,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,3,2,0,0,0,0,0,0,2,2
1331,4176374,2,2,1,1,4,1,3,0,1,2,1,1,1,1,0,0,1,3,1,1,1,2,1,1,2,1,2,1,1,1,48,2,0,0,0,0,0,0,2,2
1332,3666755,2,2,2,1,6,0,0,6,0,2,1,1,2,2,0,0,0,2,1,1,1,2,1,1,2,2,2,1,2,2,40,2,0,0,0,0,0,0,2,2
1333,2645405,2,1,1,5,3,1,0,3,0,2,2,1,2,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,100,2,0,0,0,0,0,0,2,2
1334,4063909,2,1,1,5,8,2,2,6,0,2,0,0,1,1,0,0,0,1,1,1,1,3,1,1,2,1,2,1,2,2,100,2,0,0,0,0,0,0,1,2
1335,6250949,4,2,2,1,6,4,4,2,0,1,0,0,2,2,0,0,0,3,1,1,1,2,1,1,2,1,2,1,1,1,26,2,0,0,0,0,0,0,1,2
1336,6010057,3,1,1,1,7,1,6,1,0,1,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,1,1,1,1,39,2,0,0,0,0,0,0,2,2
1337,3137473,2,1,0,5,5,1,0,0,5,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,60,2,0,0,0,0,0,0,2,2
1338,9174017,2,1,1,1,4,0,4,0,0,2,1,1,2,2,0,0,0,2,1,1,1,2,1,1,2,1,2,1,1,1,29,2,0,0,0,0,0,0,2,2
1339,1417863,2,1,1,1,5,0,3,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,2,1,1,56,2,0,0,0,0,0,0,2,2
1340,7892684,2,1,1,1,5,0,5,0,0,2,1,1,1,1,0,0,3,1,1,1,1,2,1,1,2,1,1,1,1,1,66,2,0,0,1,0,0,1,1,2
1341,6463447,1,1,1,1,8,7,8,0,0,1,0,0,2,2,0,1,0,3,1,1,1,2,1,1,2,1,2,1,1,1,218,1,0,0,10,2,2,2,1,2
1342,1947613,3,1,1,1,5,2,5,0,0,1,1,1,1,1,1,0,3,1,1,1,1,2,1,1,2,1,1,2,1,2,35,2,0,0,0,0,0,0,2,2
1343,7193340,3,1,1,1,5,1,5,0,0,2,2,2,2,2,1,0,3,1,1,1,1,2,1,1,2,1,2,2,1,2,60,2,0,0,0,0,0,0,2,2
1344,2831023,4,1,1,1,4,7,4,0,0,2,2,2,2,2,1,0,3,1,1,1,1,2,1,1,2,1,1,1,1,2,46,2,0,0,0,0,0,0,2,2
1345,2833065,4,2,2,5,6,3,3,2,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,1,200,1,0,0,5,0,1,1,1,2
1346,6976658,2,1,0,1,4,2,0,2,2,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,41,2,0,0,0,0,0,0,2,2
1347,3200768,2,1,1,5,6,3,0,0,6,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,2,2,1,1,2,145,1,0,0,11,0,1,1,1,2
1348,8343735,2,1,1,2,5,2,5,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,10,2,0,0,0,0,0,0,2,2
