_id,psuedocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,func_boys_cwsn_friendly,func_girls_cwsn_friendly,urinal_boys,urinla_girls,handwash_near_toilet,drinking_water_available,drinking_water_functional,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,playground_available,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,ict_lab,laptop,tablet,desktop,digiboard,projector,printer,internet,dth
536,7069139,3,1,1,5,3,0,2,1,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,25,2,0,0,0,0,0,0,2,2
537,7291746,3,5,5,2,5,5,4,1,0,2,2,2,2,2,0,0,3,1,1,1,1,2,1,1,2,1,1,1,1,2,86,2,0,0,0,0,0,0,2,2
538,1391735,3,4,4,5,4,4,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,95,2,0,0,0,0,0,0,1,2
539,9945985,3,1,1,1,5,1,5,0,0,2,1,1,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,139,2,0,0,0,0,0,0,2,2
540,4643872,1,1,1,2,10,14,10,0,0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,150,2,0,0,0,0,0,0,2,2
541,8539041,3,1,1,5,7,1,6,0,1,2,1,1,1,1,0,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,116,2,0,0,0,0,0,0,2,2
542,1901429,1,1,1,1,12,1,12,0,0,2,3,3,3,3,0,0,3,3,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
543,1258891,3,1,1,1,10,1,6,0,4,2,4,4,5,5,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,2,274,2,0,0,0,0,0,0,2,2
544,5812804,3,1,1,6,6,1,4,2,0,2,2,2,2,2,0,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,110,2,0,0,0,0,0,0,2,2
545,9766450,3,1,1,5,6,3,6,0,0,1,2,2,2,2,0,1,3,2,1,1,1,2,1,1,2,1,1,1,1,2,143,2,0,0,1,0,0,0,2,2
546,5796464,1,5,4,1,57,11,57,0,0,1,9,9,8,8,0,0,10,13,1,1,1,2,1,1,2,1,1,2,2,2,1817,2,1,0,18,0,1,2,1,2
547,5955903,1,1,1,5,3,1,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
548,9780365,3,1,1,5,2,0,2,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,22,2,0,0,0,0,0,0,2,2
549,8655030,3,1,1,1,1,0,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
550,4051577,4,1,1,1,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
551,1982158,3,1,1,5,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
552,9195671,1,1,1,1,22,2,22,0,0,1,12,12,14,14,0,0,12,14,1,1,1,2,1,1,2,1,2,2,1,2,1077,2,3,0,20,0,1,6,1,2
553,2766235,3,2,2,1,8,8,8,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,43,2,0,0,0,0,0,0,2,2
554,2768828,4,1,1,1,7,1,7,0,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,239,2,0,0,0,0,0,0,2,2
555,5376439,3,1,1,1,2,0,2,0,0,2,3,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
556,1977133,4,1,1,1,12,1,8,3,1,1,2,2,2,2,0,0,6,5,1,1,1,2,1,1,2,1,2,1,1,2,191,2,0,0,0,0,0,0,2,2
557,3658719,4,1,1,6,17,13,15,0,2,1,0,0,11,11,0,0,0,14,1,1,1,2,1,1,1,1,2,1,1,1,1157,1,1,0,1,0,0,1,1,2
558,6842665,3,6,6,5,23,13,18,0,5,1,6,6,6,6,0,0,6,6,1,1,1,2,1,1,2,1,1,1,1,1,1050,1,1,0,10,0,1,3,1,2
559,3102735,1,3,3,1,22,10,22,0,0,1,4,4,5,5,1,1,16,5,1,1,1,2,1,1,2,1,1,2,2,2,700,2,4,0,20,0,1,7,1,2
560,5296729,1,1,1,1,7,16,7,0,0,1,7,7,0,0,0,0,5,0,1,1,1,2,1,1,2,1,1,1,1,2,288,1,0,0,11,0,1,2,1,2
561,6065824,3,2,1,1,6,1,6,0,0,2,4,4,0,0,2,0,2,0,1,1,1,2,1,1,2,1,2,1,1,1,107,2,0,0,0,0,0,0,2,2
562,9332953,3,1,1,5,4,0,4,0,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,50,2,0,0,0,0,0,0,2,2
563,7057694,4,2,2,7,19,7,16,0,3,1,3,3,3,3,0,0,13,6,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,0,10,0,1,1,1,2
564,1405568,4,2,2,1,18,4,12,3,3,1,3,3,2,2,0,1,3,3,1,1,1,2,1,1,2,1,2,1,1,2,700,1,0,0,13,0,3,2,1,2
565,4032578,1,1,1,1,13,8,10,0,3,1,0,0,11,11,0,2,0,13,1,1,1,2,1,1,2,1,2,1,1,1,527,1,0,0,1,0,0,1,1,2
566,4436895,4,2,2,1,10,18,7,1,2,1,0,0,10,10,0,2,0,6,1,1,1,2,1,1,1,1,1,1,1,1,432,1,0,0,10,0,1,1,1,2
567,8672895,3,1,1,1,10,1,10,0,0,2,2,2,3,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,433,2,0,0,0,0,0,0,2,2
568,9402370,3,1,1,5,2,2,0,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
569,4506417,4,1,1,1,5,1,5,0,0,2,2,2,3,3,1,0,3,3,1,1,1,1,1,1,2,1,1,1,1,2,0,2,0,0,0,0,0,0,2,2
570,2841926,3,1,1,5,5,1,1,4,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,1,1,1,1,48,2,0,0,0,0,0,0,2,2
571,4046583,3,1,1,5,5,2,1,4,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,1,1,1,2,28,2,0,0,0,0,0,0,2,2
572,7335666,3,1,1,2,5,3,0,0,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,59,2,0,0,0,0,0,0,2,2
573,3032315,3,1,1,1,4,2,4,0,0,2,1,1,2,2,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,59,2,0,0,0,0,0,0,2,2
574,7579628,4,1,1,1,5,2,4,0,1,2,2,2,2,2,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,11,2,0,0,0,0,0,0,2,2
575,8734144,4,1,1,1,6,3,6,0,0,1,2,2,2,2,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,27,2,0,0,0,0,0,0,2,2
576,6390947,2,1,1,1,9,7,9,0,0,1,2,2,2,2,2,2,12,10,1,1,1,2,1,1,2,1,1,2,2,2,242,2,1,3,8,0,0,2,1,2
577,3618392,2,1,0,1,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,40,2,0,0,0,0,0,0,2,2
578,3170427,2,1,1,1,7,10,6,0,1,1,2,2,2,2,2,2,2,0,1,1,1,2,1,1,2,1,2,1,1,2,110,2,1,0,4,0,1,1,1,2
579,7986016,2,1,1,1,6,2,0,2,4,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,2,2,180,2,0,0,0,0,0,0,1,2
580,8998251,4,1,1,5,4,1,0,0,4,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,72,2,0,0,0,0,0,0,2,2
581,9523882,3,1,1,1,4,1,4,0,0,2,1,1,2,2,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,31,2,0,0,0,0,0,0,2,2
582,4462976,1,1,1,5,5,2,3,0,2,2,1,1,1,1,0,1,5,1,1,1,1,2,1,1,1,1,2,1,1,1,212,2,0,0,0,0,0,0,2,2
583,5911422,3,1,1,7,11,1,11,0,0,1,1,1,1,1,1,0,2,1,1,1,1,2,1,1,2,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2
584,3156302,4,1,1,1,6,1,6,0,0,2,2,2,2,2,1,0,2,2,1,1,1,2,1,1,2,1,1,2,1,2,159,2,1,0,0,0,1,0,2,2
585,2640350,4,1,1,1,4,2,4,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,2,1,1,0,2,0,0,0,0,0,0,2,2
586,5439013,4,1,1,1,4,2,4,0,0,1,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
587,3911749,3,1,1,5,2,2,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,53,2,0,0,1,0,0,0,2,2
588,7594272,3,1,1,1,4,1,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,28,2,0,0,0,0,0,0,2,2
589,6646642,4,1,1,1,6,1,4,2,0,1,2,2,1,1,1,0,3,2,1,1,1,2,1,1,2,1,2,1,1,2,120,2,0,0,0,0,0,0,2,2
590,1579595,3,1,1,1,8,1,8,0,0,1,3,3,2,2,1,1,3,2,1,1,1,2,1,1,2,1,1,1,1,2,432,2,0,0,0,0,0,0,2,2
591,4061968,3,1,1,1,5,1,0,0,5,1,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,1,107,2,0,0,0,0,0,0,2,2
592,1497520,3,1,1,1,7,1,7,0,0,2,0,0,5,4,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,1,229,2,1,0,0,0,0,1,2,2
593,5901928,2,1,1,6,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,40,2,0,0,0,0,0,0,2,2
594,8767752,2,1,1,6,3,1,0,3,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,40,2,0,0,0,0,0,0,2,2
595,6919978,4,1,1,1,12,1,12,0,0,1,2,2,1,1,0,0,4,1,1,1,1,2,1,1,2,1,1,1,1,2,189,2,0,0,0,0,0,0,2,2
596,2866519,4,1,1,5,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,50,2,0,0,0,0,0,0,2,2
597,9613776,4,1,1,1,5,1,5,0,0,1,1,1,3,3,0,0,3,2,1,1,1,2,1,1,2,1,2,1,1,1,201,2,0,0,0,0,0,0,2,2
598,4010855,4,1,1,1,24,8,20,2,2,1,12,12,12,12,0,0,8,8,1,1,1,2,1,1,2,2,2,1,1,1,500,2,0,0,0,0,0,0,2,2
599,5374439,2,1,0,5,1,0,0,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,60,2,0,0,0,0,0,0,2,2
600,3498971,4,1,1,6,8,2,2,3,3,1,12,12,5,5,0,0,3,4,1,1,1,2,1,1,1,1,2,1,1,2,491,2,0,0,0,0,0,0,2,2
601,8163997,2,1,1,2,1,0,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,2,1,1,0,2,0,0,0,0,0,0,2,2
602,5961289,4,1,1,1,6,0,4,2,0,2,2,2,1,1,0,0,3,3,1,1,1,2,1,1,2,1,2,1,1,1,140,2,0,0,0,0,0,0,2,2
603,5705877,3,1,1,1,2,1,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,1,41,2,0,0,0,0,0,0,2,2
604,8754708,4,1,1,1,11,4,7,1,3,1,4,4,4,4,1,1,4,4,1,1,1,2,1,1,2,1,2,1,1,2,252,2,0,0,29,2,2,2,1,2
605,3269974,1,14,14,1,14,7,7,7,0,2,0,0,4,4,0,0,0,2,1,1,1,2,1,1,2,1,2,2,1,2,300,1,0,0,10,1,1,1,1,2
606,2140786,3,1,1,5,13,6,10,0,3,1,3,3,3,3,1,1,10,10,1,1,1,2,1,1,1,1,1,1,1,2,685,1,0,0,3,0,0,2,1,2
607,8523282,1,1,1,1,10,2,10,0,0,2,2,2,3,2,1,0,1,2,1,1,1,2,1,1,2,1,1,1,1,2,467,2,0,0,0,0,0,0,2,2
608,7437505,4,1,0,6,1,0,0,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
609,5632368,1,1,1,6,8,1,8,0,0,1,3,3,3,3,0,0,3,3,1,1,1,2,1,1,2,1,2,1,1,1,365,2,0,0,0,0,0,0,2,2
610,7488366,3,1,1,5,6,2,6,0,0,2,2,2,2,2,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,242,2,1,0,0,0,1,1,2,2
611,4670331,4,1,1,1,6,6,6,0,0,2,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,2,134,2,0,0,0,0,0,0,2,2
612,1702669,3,1,1,5,4,3,0,0,4,1,2,2,2,2,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,150,2,0,0,0,0,0,0,2,2
613,6103107,4,1,1,6,5,1,5,0,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,1,261,2,0,0,0,0,0,0,2,2
614,5604286,4,2,2,1,24,4,24,0,0,1,0,0,10,10,0,1,0,10,1,1,1,2,1,1,2,1,1,1,1,2,0,2,0,0,2,0,1,2,1,2
615,5770154,4,1,1,5,4,1,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,155,2,0,0,0,0,0,0,2,2
616,7280262,4,1,1,1,5,1,0,4,1,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,2,1,1,170,2,0,0,0,0,0,0,2,2
617,1656012,3,1,1,1,6,3,6,0,0,1,1,1,2,2,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,137,2,0,0,0,0,0,0,2,2
618,3037208,4,1,1,1,7,1,3,2,2,2,2,2,3,3,0,0,2,3,1,1,1,1,1,1,1,1,1,1,1,1,516,2,0,0,0,0,0,0,2,2
619,9792128,4,1,1,4,13,2,11,1,1,2,11,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,2,1,2,419,2,0,0,0,0,0,0,2,2
620,1361500,3,1,1,1,11,1,4,5,2,2,5,5,5,5,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,2,380,2,0,0,0,0,1,0,2,2
621,3016777,1,1,1,1,6,1,6,0,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,2,1,1,1,2,0,2,0,0,0,0,0,0,2,2
622,3059126,1,1,1,7,26,6,22,0,4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1010,1,0,0,2,0,1,2,1,2
623,8674372,3,1,1,1,6,11,6,0,0,2,2,2,3,3,0,0,2,3,1,1,1,2,1,1,2,1,1,1,1,2,25,2,0,0,1,0,0,0,2,2
624,2316612,2,4,4,1,4,1,0,0,4,1,1,1,1,1,0,0,0,0,2,1,1,2,1,3,2,1,2,1,2,2,11,2,0,0,0,0,0,0,2,2
625,8606914,3,3,3,1,19,4,11,1,7,1,4,4,4,4,1,0,4,4,1,1,1,2,1,1,2,1,2,1,1,2,1480,1,0,0,24,0,2,3,1,2
626,8258334,1,1,1,2,6,0,6,0,0,2,0,0,4,4,0,4,0,4,1,1,1,1,1,1,2,1,1,2,1,2,151,2,0,0,4,0,0,0,1,2
627,3652120,1,1,1,1,8,10,8,0,0,1,1,1,1,1,10,10,10,10,1,1,1,1,1,1,2,1,1,1,2,2,16,2,1,0,1,0,1,2,1,2
628,1450769,3,1,1,1,7,5,7,0,0,2,4,4,5,5,0,0,4,5,1,1,1,2,1,1,2,2,2,2,1,2,200,2,0,0,4,0,2,0,1,2
629,3710839,2,1,1,5,4,2,4,0,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,2,2,2,0,2,0,0,0,0,0,0,2,2
630,7627598,2,1,1,5,7,2,6,1,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,2,2,172,2,0,0,0,0,0,0,2,2
631,7100367,3,1,1,1,8,0,8,0,0,2,0,0,9,9,0,0,0,2,1,1,1,2,1,1,2,1,1,1,1,2,189,2,0,0,0,0,0,0,2,2
632,8200874,3,1,1,1,6,8,6,0,0,1,2,2,2,2,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,100,2,0,0,0,0,0,0,2,2
633,2200863,3,1,1,5,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,13,2,0,0,0,0,0,0,2,2
634,3213581,3,1,1,1,4,1,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
635,8772879,3,1,1,1,7,6,7,0,0,2,4,4,0,0,0,0,4,0,1,1,1,2,1,1,2,1,2,1,1,2,162,2,0,0,0,0,0,0,2,2
636,9042292,3,1,1,1,5,1,5,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,19,2,0,0,0,0,0,0,2,2
637,8965682,4,1,1,1,9,0,9,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,208,2,0,0,1,0,0,0,1,2
638,8537957,2,1,1,5,3,1,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,50,2,0,0,0,0,0,0,2,2
639,9543849,2,1,1,5,6,0,0,6,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
640,1756609,4,1,1,1,5,1,5,0,0,2,1,1,1,1,0,0,3,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
641,8618778,2,2,0,1,4,0,2,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,85,2,0,0,0,0,0,0,2,2
642,9348517,3,1,1,1,6,1,5,0,1,1,2,2,2,2,2,1,0,0,1,1,1,2,1,1,2,1,2,1,1,2,31,2,0,0,0,0,0,0,2,2
643,6197320,2,1,0,5,4,0,0,4,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,40,2,0,0,0,0,0,0,2,2
644,8587126,3,1,1,5,5,0,0,5,0,2,1,1,2,2,0,0,1,1,1,1,1,2,2,1,2,1,2,1,1,2,7,2,0,0,0,0,0,0,2,2
645,7215805,3,1,1,3,6,4,6,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,28,2,0,0,0,0,0,0,2,2
646,7292986,2,1,1,1,4,1,0,4,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,26,2,0,0,0,0,0,0,2,2
647,2644034,1,1,1,5,5,2,5,0,0,1,6,6,0,0,1,0,6,0,1,1,1,2,1,1,2,1,2,1,1,2,24,2,0,0,5,0,0,0,2,2
648,4868304,2,1,1,1,5,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,2,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
649,4142524,3,1,1,1,18,21,14,0,4,1,5,5,5,5,0,0,6,9,1,1,1,2,1,1,2,1,2,1,1,1,200,1,0,0,2,0,1,1,1,2
650,6780787,1,1,1,1,6,8,4,0,2,1,5,5,0,0,0,0,5,0,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,1,0,0,1,1,2
651,7182382,1,3,3,1,7,4,7,0,0,1,6,6,0,0,1,0,4,0,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,1,0,0,0,1,2
652,8933204,1,1,1,7,7,4,7,0,0,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,2,1,2,49,2,1,0,0,0,0,0,1,2
653,2383840,1,2,2,5,7,5,7,0,0,1,3,3,0,0,1,0,3,0,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,1,0,0,1,1,2
654,3194191,1,1,1,1,8,4,6,0,2,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,2,1,1,1,36,1,0,0,10,0,1,1,1,2
655,2293390,1,1,1,1,6,6,5,0,1,1,3,3,0,0,1,0,3,0,1,1,1,2,1,1,2,1,2,1,1,2,10,2,0,0,0,0,0,0,1,2
656,5756796,1,2,2,1,18,4,18,0,0,1,1,1,8,8,1,1,1,8,1,1,1,1,1,1,2,1,1,1,2,2,539,2,0,0,0,0,0,0,1,2
657,6271490,2,1,1,1,6,3,6,0,0,2,0,0,4,4,0,2,0,4,1,1,1,2,1,1,2,1,2,1,2,2,93,1,0,0,10,1,0,1,1,2
658,2424480,1,1,1,1,10,2,2,0,8,2,3,3,4,4,0,0,3,4,1,1,1,2,1,1,2,1,2,1,2,2,325,2,0,0,0,0,0,0,1,2
659,4908503,1,1,1,1,7,0,7,0,0,2,1,1,11,11,0,0,1,1,1,1,1,2,1,1,1,1,2,2,1,1,61,2,0,0,0,0,0,0,2,2
660,4486152,4,1,1,1,4,0,4,0,0,1,2,2,2,2,1,0,3,2,1,1,1,2,1,1,2,1,2,1,1,2,23,2,0,0,0,0,0,0,2,2
661,1254508,2,2,2,1,21,1,21,0,0,1,3,3,4,4,1,0,3,4,1,1,1,1,1,1,2,1,1,1,2,2,0,2,0,0,17,0,0,2,1,2
662,6758856,1,1,1,1,11,2,11,0,0,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,2,2,1,2,2,405,2,0,0,10,0,0,1,1,2
663,9483071,1,2,2,1,11,0,7,0,4,2,0,0,7,7,0,0,0,7,1,1,1,2,1,1,2,1,1,1,1,2,467,2,0,0,0,0,0,0,1,2
664,4316378,4,1,1,1,22,12,22,0,0,1,4,4,1,1,2,0,10,3,1,1,1,2,1,1,1,1,2,1,1,2,250,1,1,0,10,0,1,1,1,2
665,6887021,1,1,1,5,2,3,2,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,250,2,0,0,0,0,0,0,1,2
666,1832552,2,1,0,6,3,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,35,2,0,0,0,0,0,0,2,2
667,9085304,1,3,3,1,16,4,16,0,0,1,8,8,1,1,1,0,10,1,1,1,1,2,1,1,2,1,1,1,1,1,0,2,1,0,6,0,0,0,2,2
668,9069923,2,1,1,5,4,0,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,49,2,0,0,0,0,0,0,2,2
669,9984499,1,4,4,1,19,8,19,0,0,2,0,0,8,8,0,0,0,8,1,1,1,2,1,1,1,1,1,1,2,2,597,2,2,0,3,0,1,3,1,2
670,7518515,3,1,1,1,4,4,4,0,0,1,1,1,2,2,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,1,200,2,0,0,0,0,0,0,2,2
671,9107643,1,1,1,1,6,1,6,0,0,1,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,1,2
672,1358451,3,4,4,2,33,7,23,0,10,1,5,5,2,2,0,0,5,2,1,1,1,2,1,1,2,1,1,1,1,1,1027,1,0,0,35,0,1,6,1,2
673,5967130,1,2,2,2,12,9,4,4,4,1,2,2,2,2,1,1,8,2,1,1,1,2,1,1,2,1,2,1,1,2,297,1,1,0,6,1,0,1,1,2
674,3422775,3,1,1,1,3,6,3,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
675,4575946,1,1,1,5,8,3,6,0,2,1,4,4,3,3,0,0,5,3,1,1,1,2,1,1,2,1,2,1,1,2,651,1,1,0,2,0,1,1,1,2
676,6319685,3,1,1,1,6,4,0,0,6,1,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,1,59,1,0,0,10,0,1,1,1,2
677,7916818,3,1,1,1,8,1,8,0,0,2,0,0,9,9,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,2,224,2,0,0,0,0,0,0,2,2
678,5770815,1,2,2,1,14,6,10,0,4,1,0,0,7,7,0,1,0,8,1,1,1,2,1,1,2,1,1,1,1,2,647,1,0,0,10,0,1,2,1,2
679,6099251,3,2,2,2,6,0,3,3,0,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,2
680,8327946,2,1,1,2,7,1,0,7,0,1,0,0,2,1,0,0,0,1,2,1,1,2,2,1,2,1,2,2,1,2,100,2,0,0,0,0,0,0,1,2
681,9609308,4,1,1,1,22,5,22,0,0,2,0,0,18,18,0,0,0,18,2,1,1,2,1,1,2,1,2,1,1,2,775,1,0,0,10,0,1,1,1,2
682,6155663,1,1,1,1,16,6,10,0,6,1,0,0,10,10,0,0,0,4,1,1,1,2,1,1,2,1,2,1,1,2,379,2,2,0,16,0,2,5,1,2
683,3687992,2,1,1,1,7,0,3,4,0,1,0,0,1,1,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,2,40,2,0,0,1,0,0,1,1,2
684,8500927,3,1,1,1,3,4,3,0,0,2,1,1,2,2,0,0,3,1,1,1,1,2,1,1,2,1,2,1,1,2,25,2,0,0,0,0,0,0,2,2
685,4732139,3,1,1,1,4,4,4,0,0,2,1,1,2,2,1,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,60,2,0,0,0,0,0,0,2,2
686,4161169,3,1,1,1,4,4,4,0,0,1,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
687,6612995,3,1,1,1,24,10,22,0,2,1,10,10,0,0,0,0,12,0,1,1,1,2,1,1,2,1,2,1,1,1,1121,2,2,1,11,0,1,4,1,2
688,4549998,2,1,1,2,22,0,20,2,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,1,1,1,1,101,1,0,0,8,0,1,2,1,2
689,9617532,2,1,1,5,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,40,2,0,0,0,0,0,0,2,2
690,8960454,1,1,1,1,4,1,3,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,42,2,0,0,0,0,1,1,2,2
691,9323500,3,1,1,1,4,0,4,0,0,2,11,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,1,27,2,0,0,0,0,0,0,2,2
692,8050166,2,1,1,1,4,0,0,3,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,19,2,0,0,0,0,0,0,2,2
693,5455399,2,1,1,6,2,1,0,2,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,30,2,0,0,0,0,0,0,2,2
